date,open,high,low,close,volume,market cap,textBlob_polarity,textBlob_subjectivity,vader_compound,vader_negative_score,vader_neutral_score,vader_positive_score,finBert_text_positive_score,finBert_text_negative_score,finBert_text_neutral_score,finBert_title_positive_score,finBert_title_negative_score,finBert_title_neutral_score,num_art,finbert_text_label,finbert_title_label,textBlob_label,vader_label,lm_label
2022-12-30,0.2441257298198982,0.2459865653009685,0.2403503581109156,0.2455572993168502,159952057.41,8475819239.29,0.07510330578512389,0.5396535282898919,0.06780000000000003,0.09,0.7095,0.201,0.2725,0.43100000000000005,0.2965,0.04,0.4445,0.5155000000000001,2.0,negative,neutral,positive,neutral,positive
2022-12-29,0.2483796866718735,0.2484604540053379,0.2410941158163388,0.2441395611527312,214425738.51,8425105470.79,0.07510330578512389,0.5396535282898919,0.06780000000000003,0.09,0.7095,0.201,0.2725,0.43100000000000005,0.2965,0.04,0.4445,0.5155000000000001,2.0,negative,neutral,positive,neutral,positive
2022-12-28,0.2603835455980334,0.2608420282951933,0.2479635449910347,0.2483778912104928,209596268.85,8571407497.54,0.07510330578512389,0.5396535282898919,0.06780000000000003,0.09,0.7095,0.201,0.2725,0.43100000000000005,0.2965,0.04,0.4445,0.5155000000000001,2.0,negative,neutral,positive,neutral,positive
2022-12-27,0.2653062700446297,0.2659693124598564,0.2574859792897554,0.2603704328472352,164331308.98,8985284421.44,0.1544988344988345,0.5698912198912199,0.6543666666666667,0.07666666666666666,0.782,0.14133333333333334,0.637,0.051666666666666666,0.3113333333333333,0.25933333333333336,0.034999999999999996,0.7056666666666667,3.0,positive,neutral,positive,positive,positive
2022-12-26,0.2592927179939573,0.2653073254358211,0.2579896055948947,0.2652972679723561,151542330.2,9155306255.59,0.0027777777777777,0.5013888888888889,-0.7506,0.136,0.78,0.084,0.048,0.318,0.634,0.3,0.018,0.683,1.0,neutral,neutral,positive,negative,negative
2022-12-25,0.2593714500434195,0.2599053389838763,0.2553004407660578,0.2592699933888028,118238325.94,8945785641.41,0.0249999999999999,0.6785714285714286,0.7783,0.086,0.739,0.175,0.013,0.956,0.031,0.1,0.153,0.747,1.0,negative,neutral,positive,positive,positive
2022-12-24,0.2594271384548606,0.2603901167794377,0.257364444821955,0.2593682167753181,90666009.71,8948199840.91,-0.0076388888888888964,0.47430555555555554,-0.15710000000000002,0.123,0.769,0.10849999999999999,0.046,0.037,0.917,0.023,0.08,0.897,2.0,neutral,neutral,negative,neutral,negative
2022-12-23,0.2565405200879287,0.2623078776024704,0.2558142988858929,0.2594291788672674,178906111.2,8949518920.42,0.016672619047619023,0.5461309523809523,0.48385,0.07,0.73875,0.19125,0.0915,0.40099999999999997,0.5075000000000001,0.2915,0.18250000000000002,0.5257499999999999,4.0,neutral,neutral,positive,neutral,positive
2022-12-22,0.2531583134336029,0.2567626330458368,0.2481763533015866,0.2565229729318887,174290866.51,8849277112.73,0.14264705882352935,0.5566001400560223,0.17085,0.077,0.7,0.22299999999999998,0.2585,0.161,0.5800000000000001,0.1075,0.035,0.8575,2.0,neutral,neutral,positive,neutral,positive
2022-12-21,0.2589944297825289,0.2592007489853952,0.2492192170233687,0.2531540187781472,204481178.66,8733063579.82,0.15016968325791852,0.5158000700280112,0.580525,0.0425,0.7164999999999999,0.241,0.47824999999999995,0.084,0.43800000000000006,0.07675,0.026000000000000002,0.8972500000000001,1.5,positive,neutral,positive,positive,positive
