date,open,high,low,close,volume,market cap,textBlob_polarity,textBlob_subjectivity,vader_compound,vader_negative_score,vader_neutral_score,vader_positive_score,finBert_text_positive_score,finBert_text_negative_score,finBert_text_neutral_score,finBert_title_positive_score,finBert_title_negative_score,finBert_title_neutral_score,num_art,finbert_text_label,finbert_title_label,textBlob_label,vader_label,lm_label
2022-12-30,1201.5696378034118,1202.0346691213824,1187.4625433025435,1199.232754253108,4055668252.59,146754748632.98,0.08638680033416869,0.48229427736006686,0.2767,0.05666666666666667,0.835,0.10866666666666668,0.12,0.11133333333333334,0.7683333333333332,0.18666666666666668,0.075,0.7383333333333333,3.0,neutral,neutral,positive,neutral,positive
2022-12-29,1190.0101731031511,1204.1415813204385,1188.360287992061,1201.5953389327835,4132233939.99,147043867254.5,0.08638680033416869,0.48229427736006686,0.2767,0.05666666666666667,0.835,0.10866666666666668,0.12,0.11133333333333334,0.7683333333333332,0.18666666666666668,0.075,0.7383333333333333,3.0,neutral,neutral,positive,neutral,positive
2022-12-28,1212.7366038914315,1213.128931133794,1185.7022087846242,1189.9860598507007,4991669630.7,145623194889.22,0.08638680033416869,0.48229427736006686,0.2767,0.05666666666666667,0.835,0.10866666666666668,0.12,0.11133333333333334,0.7683333333333332,0.18666666666666668,0.075,0.7383333333333333,3.0,neutral,neutral,positive,neutral,positive
2022-12-27,1226.9871016374852,1230.4180313311256,1205.8955875988106,1212.7916375570392,4091530736.65,148414001604.48,0.2037037037037037,0.6712962962962963,0.9565,0.081,0.668,0.251,0.682,0.021,0.297,0.012,0.965,0.023,1.0,positive,negative,positive,positive,positive
2022-12-26,1218.9201805513228,1226.974338676851,1214.335906148392,1226.974338676851,3282098399.66,150149593573.92,0.009233384010169751,0.5217289283137497,0.90785,0.0775,0.79,0.1335,0.025500000000000002,0.07250000000000001,0.902,0.074,0.021,0.9055,2.0,neutral,neutral,positive,positive,positive
2022-12-25,1221.1715202033113,1223.5177657940674,1203.7195666737673,1218.9620019433792,3942720070.47,149169092950.41,0.0921111111111111,0.628047619047619,-0.0516,0.109,0.77,0.122,0.128,0.02,0.852,0.026,0.019,0.955,1.0,neutral,neutral,positive,neutral,negative
2022-12-24,1220.1178720002672,1224.9116360862092,1216.3387426870804,1221.1486016353776,2626153345.38,149436675608.59,0.045,0.355,-0.5106,0.12,0.769,0.111,0.056,0.015,0.93,0.648,0.013,0.339,1.0,neutral,positive,positive,negative,negative
2022-12-23,1218.0793008226428,1226.9987512693335,1215.994856819689,1220.159412397521,4835831922.86,149315624697.13,-0.04545285684608598,0.5630157723256681,-0.0028000000000000247,0.14775,0.7195,0.133,0.123,0.4345,0.4425,0.04475,0.05675,0.8985000000000001,4.0,neutral,neutral,negative,neutral,negative
2022-12-22,1213.6726544189576,1221.9868522689103,1187.127813526437,1218.1821518935687,5297471739.23,149073659684.74,0.04513749465457192,0.539033718448612,0.6607333333333333,0.08866666666666667,0.7448333333333333,0.16666666666666666,0.2025,0.34366666666666673,0.454,0.17216666666666666,0.17066666666666666,0.6573333333333333,6.0,neutral,neutral,positive,positive,positive
2022-12-21,1217.5863865821923,1218.1922576812078,1206.4400976668146,1213.5999925796011,4217182733.37,148512923133.86,0.05505486968449927,0.5246668626298255,0.4347666666666667,0.072,0.7676666666666666,0.16,0.108,0.063,0.8290000000000001,0.06733333333333333,0.05533333333333334,0.8770000000000001,3.0,neutral,neutral,positive,neutral,positive
2022-12-20,1167.8827330588208,1224.0926694905393,1165.599428234187,1217.7035799175362,6684951715.29,149015094981.77,-0.0031004810004809785,0.31638427128427127,0.61492,0.0828,0.7708,0.1464,0.0674,0.0356,0.8972,0.031,0.2028,0.7664,5.0,neutral,neutral,negative,positive,positive
2022-12-19,1184.7583205990436,1192.9238523154313,1160.377253592966,1167.6099151344297,4943628091.37,142884939549.24,0.06849706230422689,0.4613726525845428,0.04467499999999999,0.10500000000000001,0.728,0.1665,0.123,0.09225,0.7847500000000001,0.0365,0.27625,0.68725,4.0,neutral,neutral,positive,neutral,positive
2022-12-18,1188.128538869773,1194.2144870251004,1176.185850056676,1184.7152322367072,3350092519.49,144978183335.93,0.030167268212154895,0.4638134829520367,0.5197875,0.099,0.7155,0.18575,0.071,0.071125,0.857875,0.03925,0.14812499999999998,0.813125,2.5,neutral,neutral,positive,positive,positive
2022-12-17,1168.066789263337,1189.0450404696503,1165.4078239560365,1188.1495752325343,5077258585.95,145398457166.25,-0.0081625258799171,0.4662543133195306,0.9949,0.093,0.703,0.205,0.019,0.05,0.931,0.042,0.02,0.939,1.0,neutral,neutral,negative,positive,positive
2022-12-16,1266.4606109871152,1278.1569381742493,1162.1757117766622,1168.259354239172,9297811507.17,142964413923.36,0.024691358024691332,0.4611728395061729,-0.09593333333333333,0.085,0.8313333333333333,0.08366666666666667,0.09433333333333334,0.48533333333333334,0.4203333333333334,0.03366666666666667,0.12733333333333333,0.8396666666666667,3.0,negative,neutral,positive,neutral,negative
2022-12-15,1309.1908539053184,1311.0670901306426,1262.689366832623,1266.3539291602406,6032859783.13,154968626311.45,0.21544450639147605,0.49887190128193915,0.7171166666666666,0.06166666666666667,0.81,0.12816666666666668,0.3203333333333333,0.012166666666666668,0.6675,0.23616666666666666,0.02766666666666667,0.7364999999999999,6.0,neutral,neutral,positive,positive,positive
2022-12-14,1320.6886290838886,1346.1744826440115,1305.833410867132,1309.3286769329625,7830915428.27,160227612346.13,-0.010464893917741134,0.36550024088953803,-0.1917333333333333,0.106,0.7693333333333333,0.12466666666666666,0.136,0.18166666666666664,0.682,0.05333333333333334,0.2863333333333334,0.6603333333333333,3.0,neutral,neutral,negative,neutral,negative
2022-12-13,1274.662509618613,1341.4393394293486,1258.4724408203836,1320.5492376277284,8812883119.43,161600715739.48,0.06445169015381781,0.4119994511989192,0.5349333333333334,0.06433333333333334,0.7746666666666666,0.16133333333333333,0.43733333333333335,0.028333333333333332,0.5346666666666667,0.04766666666666666,0.024666666666666667,0.9273333333333333,3.0,neutral,neutral,positive,positive,positive
2022-12-12,1263.5734307597072,1275.6103219412014,1243.4778104644188,1274.6190567872889,5151109363.5,155980061933.95,0.14061749845083174,0.5058847180513847,0.9843999999999999,0.02266666666666667,0.8206666666666668,0.157,0.3653333333333333,0.01,0.6246666666666667,0.299,0.032,0.6686666666666667,3.0,neutral,neutral,positive,positive,positive
2022-12-11,1266.417866494943,1281.7832114563637,1260.6637088229982,1263.8685480864074,3362005847.68,154664480620.42,0.03736584595959595,0.49375,-0.09105000000000002,0.175,0.6705,0.1545,0.0325,0.4795,0.488,0.036000000000000004,0.16849999999999998,0.795,2.0,neutral,neutral,positive,neutral,negative
2022-12-10,1264.3754471070938,1279.5279728938394,1262.1199174961853,1266.3840988055674,3282499999.33,154972318287.59,-0.018448029401154406,0.4390059523809524,-0.09197500000000003,0.16199999999999998,0.71375,0.12425,0.0635,0.534,0.40249999999999997,0.042,0.23174999999999998,0.7262500000000001,2.0,negative,neutral,negative,neutral,negative
2022-12-09,1281.077325117261,1290.055387805456,1260.8187067332406,1264.2847501283563,5706183864.84,154715412873.42,-0.07426190476190475,0.38426190476190475,-0.09290000000000004,0.149,0.757,0.094,0.0945,0.5885,0.317,0.048,0.295,0.6575,2.0,negative,neutral,negative,neutral,negative
2022-12-08,1232.4518431417305,1286.2297441538874,1226.358487172271,1281.1163124108384,6227269815.49,156775156224.41,0.015798611111111104,0.49401041666666656,0.95505,0.046,0.79,0.16399999999999998,0.165,0.028499999999999998,0.8065,0.0495,0.024499999999999997,0.9255,2.0,neutral,neutral,positive,positive,positive
2022-12-07,1271.5531399937,1272.6941089206148,1224.447999377002,1232.4374414280492,5752205179.84,150818134579.13,0.061543170037084836,0.5448920692159368,0.9065,0.10166666666666667,0.717,0.18099999999999997,0.10633333333333334,0.09800000000000002,0.7956666666666666,0.03166666666666667,0.023000000000000003,0.9453333333333332,3.0,neutral,neutral,positive,positive,positive
